degradation,h1,sea_state,direction,start,draw,V,V_proposal,N_H
0.8,0.19999999999999996,3,nominal,0,1,0.92,0.73,3
0.8,0.19999999999999996,3,nominal,0,2,0.89,0.78,3
0.8,0.19999999999999996,3,nominal,0,3,0.94,0.73,3
0.8,0.19999999999999996,3,nominal,0,4,0.97,0.73,3
0.8,0.19999999999999996,3,nominal,0,5,0.94,0.72,3
0.8,0.19999999999999996,3,nominal,0,6,0.89,0.8,3
0.8,0.19999999999999996,3,nominal,0,7,0.92,0.74,3
0.8,0.19999999999999996,3,nominal,0,8,0.96,0.75,3
0.8,0.19999999999999996,3,nominal,0,9,0.94,0.76,3
0.8,0.19999999999999996,4,nominal,0,0,0.91,0.78,3
0.8,0.19999999999999996,4,nominal,0,1,0.87,0.81,3
0.8,0.19999999999999996,4,nominal,0,2,0.91,0.75,3
0.8,0.19999999999999996,4,nominal,0,3,0.9,0.78,3
0.8,0.19999999999999996,4,nominal,0,4,0.97,0.83,3
0.8,0.19999999999999996,4,nominal,0,5,0.94,0.78,3
0.8,0.19999999999999996,4,nominal,0,6,0.87,0.76,3
0.8,0.19999999999999996,4,nominal,0,7,0.89,0.75,3
0.8,0.19999999999999996,4,nominal,0,8,0.87,0.73,3
0.8,0.19999999999999996,4,nominal,0,9,0.91,0.73,3
0.8,0.19999999999999996,5,nominal,0,0,0.93,0.82,3
0.8,0.19999999999999996,5,nominal,0,1,0.87,0.75,3
0.8,0.19999999999999996,5,nominal,0,2,0.93,0.77,3
0.8,0.19999999999999996,5,nominal,0,3,0.94,0.81,3
0.8,0.19999999999999996,5,nominal,0,4,0.88,0.77,3
0.8,0.19999999999999996,5,nominal,0,5,0.88,0.79,3
0.8,0.19999999999999996,5,nominal,0,6,0.91,0.78,3
0.8,0.19999999999999996,5,nominal,0,7,0.93,0.67,3
0.8,0.19999999999999996,5,nominal,0,8,0.92,0.72,3
0.8,0.19999999999999996,5,nominal,0,9,0.89,0.75,3
0.9,0.09999999999999998,2,nominal,0,0,0.95,0.76,3
0.9,0.09999999999999998,2,nominal,0,1,0.95,0.74,3
0.9,0.09999999999999998,2,nominal,0,2,0.96,0.74,3
0.9,0.09999999999999998,2,nominal,0,3,0.98,0.75,3
0.9,0.09999999999999998,2,nominal,0,4,0.91,0.7,3
0.9,0.09999999999999998,2,nominal,0,5,0.97,0.78,3
0.9,0.09999999999999998,2,nominal,0,6,0.92,0.65,3
0.9,0.09999999999999998,2,nominal,0,7,0.93,0.74,3
0.9,0.09999999999999998,2,nominal,0,8,0.89,0.77,3
0.9,0.09999999999999998,2,nominal,0,9,0.86,0.77,3
0.9,0.09999999999999998,3,nominal,0,0,0.91,0.69,3
0.9,0.09999999999999998,3,nominal,0,1,0.92,0.66,3
0.9,0.09999999999999998,3,nominal,0,2,0.91,0.79,3
0.9,0.09999999999999998,3,nominal,0,3,0.95,0.75,3
0.9,0.09999999999999998,3,nominal,0,4,0.94,0.74,3
0.9,0.09999999999999998,3,nominal,0,5,0.96,0.83,3
0.9,0.09999999999999998,3,nominal,0,6,0.94,0.81,3
0.9,0.09999999999999998,3,nominal,0,7,0.96,0.77,3
0.9,0.09999999999999998,3,nominal,0,8,0.89,0.78,3
0.9,0.09999999999999998,3,nominal,0,9,0.92,0.64,3
0.9,0.09999999999999998,4,nominal,0,0,0.88,0.66,3
0.9,0.09999999999999998,4,nominal,0,1,0.97,0.69,3
0.9,0.09999999999999998,4,nominal,0,2,0.95,0.73,3
0.9,0.09999999999999998,4,nominal,0,3,0.93,0.78,3
0.9,0.09999999999999998,4,nominal,0,4,0.92,0.78,3
0.9,0.09999999999999998,4,nominal,0,5,0.93,0.79,3
0.9,0.09999999999999998,4,nominal,0,6,0.94,0.72,3
0.9,0.09999999999999998,4,nominal,0,7,0.92,0.8,3
0.9,0.09999999999999998,4,nominal,0,8,0.97,0.81,3
0.9,0.09999999999999998,4,nominal,0,9,0.9,0.72,3
0.9,0.09999999999999998,5,nominal,0,0,0.95,0.78,3
0.9,0.09999999999999998,5,nominal,0,1,0.94,0.79,3
0.9,0.09999999999999998,5,nominal,0,2,0.91,0.72,3
0.9,0.09999999999999998,5,nominal,0,3,0.93,0.71,3
0.9,0.09999999999999998,5,nominal,0,4,0.9,0.79,3
0.9,0.09999999999999998,5,nominal,0,5,0.89,0.8,3
0.9,0.09999999999999998,5,nominal,0,6,0.93,0.81,3
0.9,0.09999999999999998,5,nominal,0,7,0.94,0.83,3
0.9,0.09999999999999998,5,nominal,0,8,0.94,0.72,3
0.9,0.09999999999999998,5,nominal,0,9,0.93,0.81,3
0.95,0.050000000000000044,2,nominal,0,0,0.3,0.21,3
0.95,0.050000000000000044,2,nominal,0,1,0.33,0.23,3
0.95,0.050000000000000044,2,nominal,0,2,0.3,0.19,3
0.95,0.050000000000000044,2,nominal,0,3,0.37,0.23,3
0.95,0.050000000000000044,2,nominal,0,4,0.3,0.18,3
0.95,0.050000000000000044,2,nominal,0,5,0.33,0.2,3
0.95,0.050000000000000044,2,nominal,0,6,0.23,0.17,3
0.95,0.050000000000000044,2,nominal,0,7,0.29,0.16,3
0.95,0.050000000000000044,2,nominal,0,8,0.3,0.2,3
0.95,0.050000000000000044,2,nominal,0,9,0.32,0.17,3
0.95,0.050000000000000044,3,nominal,0,0,0.3,0.21,3
0.95,0.050000000000000044,3,nominal,0,1,0.27,0.2,3
0.95,0.050000000000000044,3,nominal,0,2,0.42,0.17,3
0.95,0.050000000000000044,3,nominal,0,3,0.38,0.18,3
0.95,0.050000000000000044,3,nominal,0,4,0.41,0.19,3
0.95,0.050000000000000044,3,nominal,0,5,0.51,0.21,3
0.95,0.050000000000000044,3,nominal,0,6,0.31,0.19,3
0.95,0.050000000000000044,3,nominal,0,7,0.33,0.27,3
0.95,0.050000000000000044,3,nominal,0,8,0.29,0.21,3
0.95,0.050000000000000044,3,nominal,0,9,0.32,0.21,3
0.95,0.050000000000000044,4,nominal,0,0,0.31,0.21,3
0.95,0.050000000000000044,4,nominal,0,1,0.29,0.2,3
0.95,0.050000000000000044,4,nominal,0,2,0.24,0.21,3
0.95,0.050000000000000044,4,nominal,0,3,0.42,0.27,3
0.95,0.050000000000000044,4,nominal,0,4,0.35,0.28,3
0.95,0.050000000000000044,4,nominal,0,5,0.46,0.27,3
0.95,0.050000000000000044,4,nominal,0,6,0.32,0.2,3
0.95,0.050000000000000044,4,nominal,0,7,0.35,0.28,3
0.95,0.050000000000000044,4,nominal,0,8,0.37,0.17,3
0.95,0.050000000000000044,4,nominal,0,9,0.43,0.18,3
0.95,0.050000000000000044,5,nominal,0,0,0.35,0.2,3
0.95,0.050000000000000044,5,nominal,0,1,0.49,0.24,3
0.95,0.050000000000000044,5,nominal,0,2,0.36,0.25,3
0.95,0.050000000000000044,5,nominal,0,3,0.42,0.23,3
0.95,0.050000000000000044,5,nominal,0,4,0.35,0.17,3
0.95,0.050000000000000044,5,nominal,0,5,0.42,0.22,3
0.95,0.050000000000000044,5,nominal,0,6,0.3,0.27,3
0.95,0.050000000000000044,5,nominal,0,7,0.36,0.25,3
0.95,0.050000000000000044,5,nominal,0,8,0.55,0.23,3
0.95,0.050000000000000044,5,nominal,0,9,0.42,0.24,3
1.0,0.0,2,nominal,0,0,0.0,0.0,0
1.0,0.0,2,nominal,0,1,0.0,0.0,0
1.0,0.0,2,nominal,0,2,0.0,0.0,0
1.0,0.0,2,nominal,0,3,0.0,0.0,0
1.0,0.0,2,nominal,0,4,0.0,0.0,0
1.0,0.0,2,nominal,0,5,0.0,0.0,0
1.0,0.0,2,nominal,0,6,0.0,0.0,0
1.0,0.0,2,nominal,0,7,0.0,0.0,0
1.0,0.0,2,nominal,0,8,0.0,0.0,0
1.0,0.0,2,nominal,0,9,0.0,0.0,0
1.0,0.0,3,nominal,0,0,0.0,0.0,0
1.0,0.0,3,nominal,0,1,0.0,0.0,0
1.0,0.0,3,nominal,0,2,0.0,0.0,0
1.0,0.0,3,nominal,0,3,0.0,0.0,0
1.0,0.0,3,nominal,0,4,0.0,0.0,0
1.0,0.0,3,nominal,0,5,0.0,0.0,0
1.0,0.0,3,nominal,0,6,0.0,0.0,0
1.0,0.0,3,nominal,0,7,0.0,0.0,0
1.0,0.0,3,nominal,0,8,0.0,0.0,0
1.0,0.0,3,nominal,0,9,0.0,0.0,0
1.0,0.0,4,nominal,0,0,0.0,0.0,0
1.0,0.0,4,nominal,0,1,0.0,0.0,0
1.0,0.0,4,nominal,0,2,0.0,0.0,0
1.0,0.0,4,nominal,0,3,0.0,0.0,0
1.0,0.0,4,nominal,0,4,0.0,0.0,0
1.0,0.0,4,nominal,0,5,0.0,0.0,0
1.0,0.0,4,nominal,0,6,0.0,0.0,0
1.0,0.0,4,nominal,0,7,0.0,0.0,0
1.0,0.0,4,nominal,0,8,0.0,0.0,0
1.0,0.0,4,nominal,0,9,0.0,0.0,0
1.0,0.0,5,nominal,0,0,0.0,0.0,0
1.0,0.0,5,nominal,0,1,0.0,0.0,0
1.0,0.0,5,nominal,0,2,0.0,0.0,0
1.0,0.0,5,nominal,0,3,0.0,0.0,0
1.0,0.0,5,nominal,0,4,0.0,0.0,0
1.0,0.0,5,nominal,0,5,0.0,0.0,0
1.0,0.0,5,nominal,0,6,0.0,0.0,0
1.0,0.0,5,nominal,0,7,0.0,0.0,0
1.0,0.0,5,nominal,0,8,0.0,0.0,0
1.0,0.0,5,nominal,0,9,0.0,0.0,0
0.5,0.5,2,nominal,1,0,0.61,0.53,3
0.5,0.5,2,nominal,1,1,0.59,0.6,3
0.5,0.5,2,nominal,1,2,0.56,0.53,3
0.5,0.5,2,nominal,1,3,0.62,0.52,3
0.5,0.5,2,nominal,1,4,0.57,0.44,3
0.5,0.5,2,nominal,1,5,0.63,0.54,3
0.5,0.5,2,nominal,1,6,0.63,0.51,3
0.5,0.5,2,nominal,1,7,0.56,0.62,3
0.5,0.5,2,nominal,1,8,0.61,0.59,3
0.5,0.5,2,nominal,1,9,0.64,0.55,3
0.5,0.5,3,nominal,1,0,0.6,0.52,3
0.5,0.5,3,nominal,1,1,0.64,0.55,3
0.5,0.5,3,nominal,1,2,0.54,0.59,3
0.5,0.5,3,nominal,1,3,0.58,0.64,3
0.5,0.5,3,nominal,1,4,0.61,0.58,3
0.5,0.5,3,nominal,1,5,0.58,0.67,3
0.5,0.5,3,nominal,1,6,0.59,0.56,3
0.5,0.5,3,nominal,1,7,0.63,0.57,3
0.5,0.5,3,nominal,1,8,0.55,0.58,3
0.5,0.5,3,nominal,1,9,0.59,0.66,3
0.5,0.5,4,nominal,1,0,0.64,0.52,3
0.5,0.5,4,nominal,1,1,0.57,0.58,3
0.5,0.5,4,nominal,1,2,0.59,0.63,3
0.5,0.5,4,nominal,1,3,0.62,0.52,3
0.5,0.5,4,nominal,1,4,0.55,0.57,3
0.5,0.5,4,nominal,1,5,0.56,0.51,3
0.5,0.5,4,nominal,1,6,0.57,0.61,3
0.5,0.5,4,nominal,1,7,0.56,0.59,3
0.5,0.5,4,nominal,1,8,0.62,0.61,3
0.5,0.5,4,nominal,1,9,0.53,0.62,3
0.5,0.5,5,nominal,1,0,0.57,0.53,3
0.5,0.5,5,nominal,1,1,0.55,0.49,3
0.5,0.5,5,nominal,1,2,0.63,0.59,3
0.5,0.5,5,nominal,1,3,0.6,0.59,3
0.5,0.5,5,nominal,1,4,0.56,0.59,3
0.5,0.5,5,nominal,1,5,0.65,0.54,3
0.5,0.5,5,nominal,1,6,0.57,0.66,3
0.5,0.5,5,nominal,1,7,0.61,0.49,3
0.5,0.5,5,nominal,1,8,0.54,0.57,3
0.5,0.5,5,nominal,1,9,0.57,0.55,3
0.6,0.4,2,nominal,1,0,0.62,0.56,3
0.6,0.4,2,nominal,1,1,0.56,0.58,3
0.6,0.4,2,nominal,1,2,0.62,0.6,3
0.6,0.4,2,nominal,1,3,0.6,0.65,3
0.6,0.4,2,nominal,1,4,0.65,0.63,3
0.6,0.4,2,nominal,1,5,0.57,0.58,3
0.6,0.4,2,nominal,1,6,0.63,0.51,3
0.6,0.4,2,nominal,1,7,0.6,0.61,3
0.6,0.4,2,nominal,1,8,0.66,0.57,3
0.6,0.4,2,nominal,1,9,0.56,0.46,3
0.6,0.4,3,nominal,1,0,0.63,0.52,3
0.6,0.4,3,nominal,1,1,0.56,0.58,3
0.6,0.4,3,nominal,1,2,0.66,0.58,3
0.6,0.4,3,nominal,1,3,0.6,0.63,3
0.6,0.4,3,nominal,1,4,0.56,0.63,3
0.6,0.4,3,nominal,1,5,0.59,0.57,3
0.6,0.4,3,nominal,1,6,0.61,0.57,3
0.6,0.4,3,nominal,1,7,0.55,0.59,3
0.6,0.4,3,nominal,1,8,0.49,0.55,3
0.6,0.4,3,nominal,1,9,0.6,0.59,3
0.6,0.4,4,nominal,1,0,0.61,0.56,3
0.6,0.4,4,nominal,1,1,0.58,0.54,3
0.6,0.4,4,nominal,1,2,0.68,0.58,3
0.6,0.4,4,nominal,1,3,0.63,0.56,3
0.6,0.4,4,nominal,1,4,0.62,0.54,3
0.6,0.4,4,nominal,1,5,0.55,0.51,3
0.6,0.4,4,nominal,1,6,0.65,0.6,3
0.6,0.4,4,nominal,1,7,0.66,0.48,3
0.6,0.4,4,nominal,1,8,0.69,0.6,3
0.6,0.4,4,nominal,1,9,0.65,0.62,3
0.6,0.4,5,nominal,1,0,0.56,0.52,3
0.6,0.4,5,nominal,1,1,0.63,0.52,3
0.6,0.4,5,nominal,1,2,0.63,0.56,3
0.6,0.4,5,nominal,1,3,0.59,0.51,3
0.6,0.4,5,nominal,1,4,0.61,0.53,3
0.6,0.4,5,nominal,1,5,0.61,0.57,3
0.6,0.4,5,nominal,1,6,0.59,0.55,3
0.6,0.4,5,nominal,1,7,0.55,0.52,3
0.6,0.4,5,nominal,1,8,0.61,0.57,3
0.6,0.4,5,nominal,1,9,0.63,0.53,3
0.7,0.30000000000000004,2,nominal,1,0,0.62,0.45,3
0.7,0.30000000000000004,2,nominal,1,1,0.65,0.5,3
0.7,0.30000000000000004,2,nominal,1,2,0.6,0.49,3
0.7,0.30000000000000004,2,nominal,1,3,0.59,0.54,3
0.7,0.30000000000000004,2,nominal,1,4,0.66,0.65,3
0.7,0.30000000000000004,2,nominal,1,5,0.59,0.62,3
0.7,0.30000000000000004,2,nominal,1,6,0.57,0.61,3
0.7,0.30000000000000004,2,nominal,1,7,0.58,0.56,3
0.7,0.30000000000000004,2,nominal,1,8,0.59,0.59,3
0.7,0.30000000000000004,2,nominal,1,9,0.6,0.6,3
0.7,0.30000000000000004,3,nominal,1,0,0.49,0.57,3
0.7,0.30000000000000004,3,nominal,1,1,0.53,0.59,3
0.7,0.30000000000000004,3,nominal,1,2,0.52,0.65,3
0.7,0.30000000000000004,3,nominal,1,3,0.6,0.55,3
0.7,0.30000000000000004,3,nominal,1,4,0.6,0.65,3
0.7,0.30000000000000004,3,nominal,1,5,0.52,0.58,3
0.7,0.30000000000000004,3,nominal,1,6,0.59,0.58,3
0.7,0.30000000000000004,3,nominal,1,7,0.6,0.55,3
0.7,0.30000000000000004,3,nominal,1,8,0.55,0.57,3
0.7,0.30000000000000004,3,nominal,1,9,0.52,0.52,3
0.7,0.30000000000000004,4,nominal,1,0,0.51,0.62,3
0.7,0.30000000000000004,4,nominal,1,1,0.6,0.66,3
0.7,0.30000000000000004,4,nominal,1,2,0.55,0.55,3
0.7,0.30000000000000004,4,nominal,1,3,0.56,0.65,3
0.7,0.30000000000000004,4,nominal,1,4,0.65,0.52,3
0.7,0.30000000000000004,4,nominal,1,5,0.65,0.6,3
0.7,0.30000000000000004,4,nominal,1,6,0.58,0.59,3
0.7,0.30000000000000004,4,nominal,1,7,0.6,0.61,3
0.7,0.30000000000000004,4,nominal,1,8,0.59,0.53,3
0.7,0.30000000000000004,4,nominal,1,9,0.55,0.55,3
0.7,0.30000000000000004,5,nominal,1,0,0.52,0.51,3
0.7,0.30000000000000004,5,nominal,1,1,0.55,0.48,3
0.7,0.30000000000000004,5,nominal,1,2,0.57,0.54,3
0.7,0.30000000000000004,5,nominal,1,3,0.58,0.58,3
0.7,0.30000000000000004,5,nominal,1,4,0.53,0.58,3
0.7,0.30000000000000004,5,nominal,1,5,0.59,0.48,3
0.7,0.30000000000000004,5,nominal,1,6,0.67,0.62,3
0.7,0.30000000000000004,5,nominal,1,7,0.53,0.56,3
0.7,0.30000000000000004,5,nominal,1,8,0.56,0.49,3
0.7,0.30000000000000004,5,nominal,1,9,0.61,0.62,3
0.8,0.19999999999999996,2,nominal,1,0,0.52,0.55,3
0.8,0.19999999999999996,2,nominal,1,1,0.6,0.5,3
0.8,0.19999999999999996,2,nominal,1,2,0.61,0.51,3
0.8,0.19999999999999996,2,nominal,1,3,0.59,0.53,3
0.8,0.19999999999999996,2,nominal,1,4,0.57,0.54,3
0.8,0.19999999999999996,2,nominal,1,5,0.56,0.56,3
0.8,0.19999999999999996,2,nominal,1,6,0.59,0.52,3
0.8,0.19999999999999996,2,nominal,1,7,0.57,0.48,3
0.8,0.19999999999999996,2,nominal,1,8,0.53,0.5,3
0.8,0.19999999999999996,2,nominal,1,9,0.58,0.63,3
0.8,0.19999999999999996,3,nominal,1,0,0.6,0.62,3
0.8,0.19999999999999996,3,nominal,1,1,0.56,0.56,3
0.8,0.19999999999999996,3,nominal,1,2,0.65,0.51,3
0.8,0.19999999999999996,3,nominal,1,3,0.6,0.63,3
0.8,0.19999999999999996,3,nominal,1,4,0.58,0.54,3
0.8,0.19999999999999996,3,nominal,1,5,0.55,0.39,3
0.8,0.19999999999999996,3,nominal,1,6,0.58,0.59,3
0.8,0.19999999999999996,3,nominal,1,7,0.51,0.56,3
0.8,0.19999999999999996,3,nominal,1,8,0.46,0.52,3
0.8,0.19999999999999996,3,nominal,1,9,0.53,0.45,3
0.8,0.19999999999999996,4,nominal,1,0,0.59,0.5,3
0.8,0.19999999999999996,4,nominal,1,1,0.6,0.52,3
0.8,0.19999999999999996,4,nominal,1,2,0.65,0.46,3
0.8,0.19999999999999996,4,nominal,1,3,0.59,0.55,3
0.8,0.19999999999999996,4,nominal,1,4,0.57,0.47,3
0.8,0.19999999999999996,4,nominal,1,5,0.61,0.56,3
0.8,0.19999999999999996,4,nominal,1,6,0.64,0.57,3
0.8,0.19999999999999996,4,nominal,1,7,0.57,0.57,3
0.8,0.19999999999999996,4,nominal,1,8,0.6,0.56,3
0.8,0.19999999999999996,4,nominal,1,9,0.52,0.45,3
0.8,0.19999999999999996,5,nominal,1,0,0.59,0.54,3
0.8,0.19999999999999996,5,nominal,1,1,0.63,0.55,3
0.8,0.19999999999999996,5,nominal,1,2,0.51,0.58,3
0.8,0.19999999999999996,5,nominal,1,3,0.55,0.54,3
0.8,0.19999999999999996,5,nominal,1,4,0.54,0.57,3
0.8,0.19999999999999996,5,nominal,1,5,0.56,0.52,3
0.8,0.19999999999999996,5,nominal,1,6,0.57,0.6,3
0.8,0.19999999999999996,5,nominal,1,7,0.54,0.56,3
0.8,0.19999999999999996,5,nominal,1,8,0.6,0.6,3
0.8,0.19999999999999996,5,nominal,1,9,0.53,0.58,3
0.9,0.09999999999999998,2,nominal,1,0,0.53,0.5,3
0.9,0.09999999999999998,2,nominal,1,1,0.64,0.51,3
0.9,0.09999999999999998,2,nominal,1,2,0.61,0.58,3
0.9,0.09999999999999998,2,nominal,1,3,0.58,0.55,3
0.9,0.09999999999999998,2,nominal,1,4,0.59,0.57,3
0.9,0.09999999999999998,2,nominal,1,5,0.59,0.56,3
0.9,0.09999999999999998,2,nominal,1,6,0.67,0.6,3
0.9,0.09999999999999998,2,nominal,1,7,0.65,0.67,3
0.9,0.09999999999999998,2,nominal,1,8,0.64,0.53,3
0.9,0.09999999999999998,2,nominal,1,9,0.65,0.57,3
0.9,0.09999999999999998,3,nominal,1,0,0.57,0.53,3
0.9,0.09999999999999998,3,nominal,1,1,0.58,0.6,3
